masterid,total,inj,fat,x,y
31851,23,29,0,-73.9356397180645,40.8441907733352
31856,40,45,1,-73.99094773182,40.7339587151231
31859,12,12,0,-73.9994147288459,40.6348737299165
31864,11,12,0,-73.9691216609518,40.7667077835896
31869,12,13,0,-73.8036478022097,40.6775477210357
31870,11,11,0,-73.9488237166124,40.6114677650328
31875,12,12,0,-73.9050036946643,40.9041197486578
31876,15,18,0,-73.893806684412,40.7476937551026
31882,11,11,0,-74.1469566659684,40.6101458116043
31896,167,175,0,-73.9744567387902,40.7507697360272
31897,11,11,0,-74.0038517162287,40.705771781501
31899,15,17,0,-73.8681737277333,40.8229347760403
31903,18,27,0,-73.9298026945242,40.6463027382567
31904,27,27,0,-73.9573967496138,40.7701007571414
31915,11,13,0,-73.9431017558003,40.6446167669719
31924,31,37,0,-73.8999456989662,40.8623277058106
31925,19,19,0,-73.9632446748113,40.6249637456378
31926,26,31,0,-73.8940306905003,40.8602796941613
31928,47,58,0,-73.9763146552244,40.6824997317574
31939,11,12,0,-73.9076167108195,40.6417517761564
31940,11,11,0,-74.1323156331746,40.612422783625
31947,35,39,1,-73.9465376734009,40.8164957717265
31961,9,14,0,-73.8702877305276,40.6841757485213
31970,26,34,0,-73.860633786976,40.7478077377508
31974,16,17,0,-73.9286387038613,40.8511767141656
31995,78,79,3,-74.0005157491694,40.718414724725
32002,19,20,0,-73.9712207581309,40.6850117866119
32014,21,22,0,-73.9539437089515,40.8063437740304
32019,16,18,0,-73.9450147011888,40.7078897773859
32025,34,36,1,-73.9541756575521,40.7872246986498
32029,120,130,1,-73.9831237292497,40.7388077518126
32030,57,59,0,-73.9995017213287,40.7336857282572
32034,16,18,0,-73.9908107584415,40.7242527129776
32041,12,12,0,-73.8788036821766,40.7443517174776
32047,134,141,1,-73.9419376863155,40.7007227630072
32051,19,24,0,-73.8970167456727,40.6403567513458
32060,13,14,0,-74.0280827326481,40.6307438163405
32061,42,47,0,-73.9876046683121,40.751392729598
32063,10,11,0,-73.9087407118706,40.6887347675911
32064,8,16,0,-73.8913617497325,40.8249477282208
32066,17,18,0,-73.8946827037416,40.7263107183433
32073,16,16,0,-73.9977427447321,40.7564777393884
32076,8,14,0,-73.9504247066661,40.6408167270861
32086,17,19,3,-73.9801717553087,40.6106078089855
32093,9,11,0,-73.9853067204316,40.720473783551
32101,14,14,0,-73.9096237021224,40.7753547545644
32116,65,69,0,-73.9439716966892,40.6800797868855
32124,18,23,0,-73.995966669975,40.5728247860454
32129,26,27,0,-73.9161806667125,40.8087766942959
32130,11,12,0,-73.8163828117601,40.7631417234255
32131,13,17,0,-73.976843741609,40.6645978075025
32137,14,15,0,-73.8716157355689,40.7132817779053
32138,26,26,0,-73.8459017494166,40.7205517139563
32140,24,31,0,-73.9161487246723,40.6883517910756
32145,36,46,0,-73.9405557497101,40.7889247235053
32149,14,17,0,-73.8534737150998,40.7220037528986
32153,17,19,0,-74.0076337214862,40.6407457407975
32171,10,11,0,-74.1611796900344,40.6265448084773
32178,39,39,0,-73.9159426785153,40.8395677159996
32185,12,14,0,-73.9307587189047,40.6914867827598
32193,56,60,0,-73.9916657359652,40.7597187251981
32205,13,14,0,-73.9081407387199,40.659469762066
32206,11,12,0,-74.0725356328487,40.6224507426868
32210,11,11,0,-74.0015546925752,40.7357807643717
32212,54,57,0,-73.8804416738568,40.8822077529206
32216,42,45,0,-73.9866656800959,40.7339507461535
32228,57,58,1,-73.9836267316151,40.7381457386426
32232,32,36,1,-73.9433107465729,40.8209096916741
32247,53,61,3,-73.9536137643532,40.6106287812592
32252,17,21,0,-73.9528117256303,40.6539637795008
32253,13,13,0,-73.9529657640411,40.8150687313992
32257,5,11,0,-73.9239747238588,40.6191217941511
32259,13,13,0,-73.9211246733659,40.7452117500485
32263,30,33,0,-73.9227607275237,40.667083807116
32263,17,18,0,-73.9227227739496,40.6673617260219
32268,26,27,1,-73.9277726602275,40.8629126972714
32271,20,21,0,-73.9758326835501,40.6818267548215
32278,10,14,0,-73.9052717568919,40.7525507700523
32279,15,18,0,-73.9934796795385,40.6822678003476
32280,12,12,0,-74.0104437165987,40.7114668045963
32291,64,73,1,-73.9900986447894,40.7516367288006
32292,36,38,0,-73.8845777529182,40.6590537260603
32294,16,18,0,-73.9047387679784,40.8528397418093
32295,10,13,0,-73.920789720507,40.7468887740987
32297,19,20,0,-73.8045287727591,40.756394715625
32304,12,12,0,-73.9575907176538,40.7298647545338
32315,47,50,2,-73.9584017179968,40.6363167475883
32316,19,21,2,-74.0092766742394,40.6426448064662
32317,39,43,1,-73.8671817920338,40.8714467292189
32320,32,31,1,-73.9214247554196,40.7668807012743
32338,14,16,0,-73.9376287434072,40.6959417561723
32340,30,30,0,-73.8613837729743,40.8946047490358
32371,17,19,1,-73.952975691406,40.6334088034797
32372,16,21,0,-73.9386857756787,40.6770347242371
32374,57,63,1,-73.9595967659317,40.8012037535585
32385,15,17,0,-73.9868726682912,40.6400527737013
32390,19,21,0,-73.9381496778737,40.6986077433505
32396,32,35,0,-73.88102776402,40.8283717129403
32412,17,17,0,-73.9882527573457,40.7346197623986
32415,16,18,0,-73.7547008296656,40.6063737748931
32416,50,50,0,-73.9868186805824,40.7297747831708
32427,89,90,0,-73.8079458063328,40.7005257476593
32427,25,26,0,-73.8077307550502,40.7005777572426
32429,15,20,0,-74.0013637056122,40.6433507504625
32433,17,18,0,-73.981325753199,40.7528037758045
32435,14,15,0,-73.8982027750679,40.8278806911023
32448,94,101,0,-73.9895637156531,40.7415327921129
32449,30,32,0,-73.9380277148136,40.8475407018663
32459,11,11,0,-73.9695196614759,40.6915548057423
32467,42,51,1,-74.0244487331211,40.6204257772138
32468,104,110,1,-73.941906697515,40.8228307221748
32471,14,15,0,-73.9450437448665,40.802582748262
32475,14,16,0,-73.9440237552991,40.8377667479303
32476,52,54,0,-73.9537376580871,40.766829757754
32477,10,12,0,-73.9383216662447,40.712515781848
32481,15,15,0,-73.9510127616889,40.6646997726414
32482,11,14,0,-73.9364656784632,40.6900817489446
32483,9,11,0,-73.9242627312277,40.7647107725784
32486,12,16,0,-73.9791807218765,40.6863158030513
32498,14,14,0,-74.0082156547912,40.7219667910227
32501,16,20,0,-73.9607367321778,40.6924147552689
32502,33,33,1,-74.0032407320966,40.7203647503128
32506,24,31,0,-73.9466826718236,40.7974387449593
32513,14,16,0,-73.9946696639928,40.7658937083138
32515,42,46,1,-73.960212671618,40.766231752953
32516,12,13,0,-73.8953206853577,40.677482736585
32529,22,22,0,-73.9964367193079,40.5753177913052
32533,62,74,0,-73.8856746978961,40.8427087255237
32536,70,76,0,-73.9892887590246,40.7578857103405
32538,21,25,1,-73.9414637220158,40.7876657636663
32554,13,16,0,-73.9242556831714,40.8071777176421
32555,21,23,0,-73.9460937416656,40.7896307077078
32564,10,11,0,-73.9193346825741,40.8278157456041
32566,17,19,0,-74.0215927453833,40.6445897356712
32575,15,16,0,-73.9361686779063,40.6514597741454
32579,31,33,1,-73.9600036991949,40.6888727692268
32585,11,12,0,-73.9641866956022,40.7087127411933
32593,14,14,0,-73.9886357486116,40.7428067437193
32594,31,39,0,-73.9545277687296,40.6428788052476
32621,13,13,0,-73.8744516981459,40.7472527512566
32638,44,46,0,-73.9835707301066,40.6887767472632
32640,11,11,0,-73.9139997827235,40.6917287826673
32649,17,17,0,-73.8519768074197,40.6825557336497
32662,12,13,0,-73.9411267278244,40.844039758272
32671,10,11,0,-73.8777037602814,40.8394377582426
32684,35,38,0,-73.9698886506398,40.7529847566433
32689,15,19,0,-73.9385267470544,40.6853437848125
32693,12,13,0,-74.0042117144465,40.7311227487422
32703,22,23,1,-73.8426016876744,40.8901516966041
32728,19,18,1,-73.8835247289774,40.7557957806852
32734,32,38,0,-73.9129617523046,40.8142637190697
32736,11,11,0,-73.9835026832654,40.776029766779
32740,28,32,0,-73.988444718115,40.7467687771591
32742,15,17,0,-73.9105357685371,40.6575107817844
32748,19,19,0,-73.8973576983049,40.8587457406424
32750,17,17,0,-73.9337697238743,40.8467537365108
32751,14,13,1,-73.8837507179019,40.7518747329798
32752,18,18,0,-73.8206097274592,40.7020917754728
32761,24,30,0,-73.9513706610462,40.7910347226611
32762,11,11,0,-73.8956117071346,40.8477926935286
32775,28,33,0,-73.8975676808965,40.8294147657728
32783,33,36,2,-73.9223757208588,40.8361017110458
32785,13,13,0,-73.903571716864,40.6681187762972
32790,59,60,0,-73.9852056663193,40.7685767162848
32803,57,65,1,-73.9902417518037,40.7565527910523
32805,28,29,1,-73.9587126783528,40.7723107726903
32807,28,30,0,-73.8955707074164,40.8562337277808
32811,15,18,0,-73.9368756793093,40.855090708263
32816,9,11,0,-73.9801407455161,40.6323427891949
32819,47,50,0,-73.9023127568061,40.6451297670734
32822,17,17,0,-74.0030197383782,40.7331977349114
32822,69,81,0,-74.0028106971084,40.7335957239861
32822,18,18,0,-74.0025527380577,40.7333597256679
32824,16,15,1,-73.9543396867552,40.5879587372089
32825,12,13,0,-74.0132746387872,40.7058487505019
32832,11,11,0,-73.9857076832118,40.6411937532584
32835,31,32,1,-73.9346876874882,40.8479886911657
32843,14,15,0,-73.9429926977452,40.6435907748007
32846,15,17,0,-73.9060297326162,40.6703757522198
32863,13,24,0,-73.8835636893763,40.8359337557859
32870,46,50,0,-74.0075227301974,40.7176317234374
32872,16,17,0,-74.0326547218092,40.6195688083477
32878,29,34,0,-73.8888387115442,40.8481217562246
32897,37,41,0,-73.9336906762431,40.8541557098593
32909,10,11,0,-73.8914617072956,40.6625397469516
32917,20,20,0,-73.8492617469745,40.7322577061869
32921,13,14,0,-73.8604617476762,40.6792687430095
32922,20,22,0,-73.9170467119405,40.8636837609068
32934,11,12,0,-74.0045306986405,40.7255397158835
32934,37,39,0,-74.0040046493038,40.725464731473
32945,20,27,0,-73.9987836395961,40.7601377933738
32969,11,13,0,-73.9087516679676,40.8187467616737
32981,11,12,0,-73.8897977851394,40.8340857066628
32990,28,30,0,-73.9050937772891,40.8270987143954
32999,10,12,0,-73.9608637686754,40.662496812952
33002,34,38,0,-73.9811196855184,40.7502707727163
33007,15,14,1,-73.9735926910122,40.7896087188284
33014,11,11,0,-73.9444547242544,40.6749037708234
33019,20,22,0,-73.8962087946704,40.6466017676323
33026,19,23,0,-73.9290167574266,40.682680782661
33045,18,24,0,-73.9218736955419,40.7414657603015
33052,32,32,0,-73.969675677225,40.6753627683118
33057,19,23,0,-73.9170867413561,40.7613087554864
33060,28,27,1,-73.9507677662654,40.7791567776046
33061,11,12,0,-73.9696077308539,40.6732897506603
33069,24,25,0,-73.9146737480283,40.8539337465952
33071,40,40,0,-73.9544627465418,40.7781167009097
33084,11,11,0,-73.8103247517827,40.6670857485304
33102,19,21,0,-73.9595737429849,40.605587802489
33111,13,19,0,-73.932955779496,40.6874807689839
33140,31,33,0,-73.9390207004409,40.8439367196739
33141,26,28,0,-73.8518197334272,40.8916207387267
33158,20,21,0,-73.987145714129,40.6949517896165
33174,19,19,2,-73.9177587758744,40.6938687345853
33192,29,31,1,-73.8617317208846,40.8857117334763
33199,14,14,0,-73.9076046751296,40.888216724428
33199,13,14,0,-73.9073267321618,40.8877517016628
33208,33,35,0,-73.970974675139,40.7583557063351
33231,14,16,0,-73.9427637791155,40.6620507933902
33243,10,11,0,-73.8182617114181,40.7498117133118
33244,16,16,0,-73.9811087054945,40.7742087786465
33256,12,13,0,-73.9566516987474,40.7103147787865
33257,14,15,0,-73.9312127561715,40.801733704726
33265,11,11,0,-74.0065777402151,40.7495447698723
33271,24,24,0,-73.9503136636287,40.7797807102045
33281,96,102,0,-73.9619126690684,40.6548627677836
33293,11,13,0,-73.9840396952576,40.6901117924635
33294,51,57,1,-73.9349547215412,40.8498407301989
33297,11,11,0,-73.9456567557212,40.7819267413587
33306,32,36,0,-73.9555957029544,40.6099337798388
33319,44,51,0,-74.0117196685901,40.6127377746599
33334,45,45,1,-73.8929457321575,40.8241127407901
33339,12,19,0,-73.8834046795219,40.8807437341614
33342,11,11,0,-73.9199656782467,40.658388794318
33343,11,12,0,-73.9836257152349,40.6362718032297
33350,31,32,0,-73.9766907347027,40.7649967170843
33354,61,64,0,-73.880265756969,40.7412867584755
33357,16,19,0,-74.1014777153185,40.5893217520183
33376,18,24,0,-73.9474357240512,40.6580187382721
33384,13,13,0,-73.9613687241623,40.6100837667165
33386,38,39,1,-73.9833506842056,40.7413957115852
33394,18,18,1,-73.8999987216774,40.8574307158567
33394,19,19,1,-73.8998977077606,40.8573976831904
33399,14,17,0,-73.9708886855303,40.6090487693071
33404,66,74,0,-73.9776427566298,40.7578897832712
33413,16,17,0,-73.7427418344667,40.6959627895033
33423,12,12,0,-73.959775723024,40.6372067490196
33425,19,22,0,-73.9992437428113,40.7595167809912
33446,15,16,1,-73.8241707483219,40.6862317420992
33473,14,14,0,-73.9197787184615,40.6708417717887
33475,21,26,0,-73.8663537014659,40.8318197566748
33486,10,11,0,-74.0053216892673,40.6429937603477
33505,46,47,0,-73.9755686739615,40.7521287115064
33522,51,51,0,-73.9725747096982,40.7532937276577
33524,26,28,0,-74.0008777348988,40.7257517409934
33532,94,99,1,-73.9447627515906,40.8240227351553
33539,25,33,0,-73.9169037078465,40.8283807364706
33550,21,24,0,-73.9176947823604,40.6854847538072
33551,67,68,1,-73.9803557610241,40.7304017891716
33558,35,38,1,-73.9631447629063,40.6745607352202
33572,25,24,1,-73.9775126854026,40.5965067729053
33585,13,14,1,-73.958417676604,40.7101297489677
33588,13,14,0,-73.9708487496063,40.6265798009924
33601,47,50,0,-73.9783417493539,40.7540887513646
33613,46,48,0,-73.9878936491308,40.7547317105176
33619,14,16,0,-73.9379746891877,40.8434987512359
33624,19,24,0,-73.9428087022993,40.6510907838416
33628,19,19,0,-73.7955988151252,40.6886387163441
33638,23,26,0,-73.9174047440118,40.6840287861101
33639,10,11,0,-73.8431607582722,40.8850077089458
33646,13,13,0,-73.9179317669322,40.8265077457354
33655,12,13,0,-73.9455007452627,40.8019537311898
33661,18,21,0,-73.8695097160696,40.7572697598043
33676,16,16,0,-73.956401745691,40.6847897712347
33679,11,12,0,-73.9803576673761,40.6476797435586
33689,9,11,0,-73.9954476554519,40.7216067492612
33693,18,21,1,-73.9314567183672,40.8499157566819
33714,17,17,0,-73.9109536913949,40.6173157595663
33720,55,68,0,-73.9554087355029,40.6908997228816
33725,101,107,0,-73.9689806688133,40.7542337711577
33737,21,21,0,-74.0031257044154,40.641660740071
33745,17,17,0,-73.863073779051,40.7488067771456
33771,17,19,1,-73.7985678105716,40.7040227824129
33777,16,19,0,-73.9370167563993,40.6323017832923
33782,12,13,0,-73.9160507226155,40.6860667711978
33784,12,13,0,-73.8807177789881,40.6833957768593
33785,16,23,0,-73.9466227387684,40.7949087485513
33785,12,14,0,-73.9463486723232,40.7947897683154
33789,37,37,1,-73.9433827152189,40.7892947649446
33795,49,49,0,-73.9016597192859,40.8195237149658
33795,22,22,0,-73.9016026698919,40.8196827089807
33796,31,34,0,-73.8498577197676,40.8758216906633
33799,9,12,0,-73.9614247644974,40.7113397463927
33810,12,13,0,-73.9491346882603,40.6130998022631
33831,15,13,4,-73.9597876638612,40.8137957722492
33831,11,11,0,-73.9595557221263,40.813751701987
33846,48,58,3,-73.9293717032215,40.6421148103929
33855,10,11,0,-73.9453717701168,40.5932707644674
33861,14,13,1,-73.856297750852,40.7459167810375
33863,27,28,0,-73.9307836975009,40.6723527868047
33877,18,18,0,-73.8577147986039,40.8334917711294
33884,72,75,0,-73.9939456487072,40.7515047549552
33887,55,58,1,-73.935418692238,40.7959967247314
33903,64,68,1,-73.990312724426,40.7616017225144
33904,19,20,0,-73.9264796672713,40.6941317758303
33924,14,14,0,-73.986262754188,40.6921887884219
33935,19,22,0,-73.9061566855553,40.8627726888816
33937,22,23,0,-73.9032757116008,40.848675748499
33964,44,43,1,-73.9394986664359,40.7012717885696
33965,14,16,0,-73.9290957419431,40.7026117860299
33978,19,21,0,-73.9680357092959,40.7972287657063
33995,27,29,0,-73.7825738239609,40.7054357226794
33997,38,41,0,-73.9498597520274,40.6817957466864
34007,10,12,0,-73.7364087773292,40.6664527339481
34009,22,24,0,-73.9148817157628,40.6968067725117
34010,9,12,0,-73.9361987167006,40.6010327941222
34026,11,11,0,-73.9887486798406,40.6348067607404
34049,11,11,0,-73.9149356862583,40.8487867442556
34065,20,21,0,-73.966990746952,40.7608987658399
34072,43,42,1,-73.9945556795274,40.7136617997611
34072,12,12,0,-73.9944752218486,40.7136680651093
34078,16,15,1,-73.9044237287929,40.7218287576522
34081,12,11,1,-73.809071770677,40.7058746542469
34081,19,21,0,-73.8089728165592,40.7059037383692
34090,11,11,0,-73.8781570204848,40.8426279896026
34090,31,35,0,-73.8781557534584,40.8426197191209
34103,19,24,0,-73.8253068012096,40.8296837193026
34109,14,16,0,-73.988615730652,40.7741017700578
34110,10,12,0,-73.8760897665345,40.6705817439072
34116,27,29,0,-73.8758117516479,40.8263937737235
34119,55,57,1,-73.9647767108852,40.683030773762
34123,28,35,0,-73.9418127023224,40.6273058015535
34127,18,20,0,-73.9133887056683,40.8076007027406
34132,13,15,0,-73.9369896954504,40.6655257851439
34135,18,21,0,-73.9284707338252,40.6952117435953
34150,40,42,0,-73.9864007534651,40.7458957639901
34151,30,31,1,-73.944630686726,40.6868907442695
34153,18,19,0,-73.8172737844352,40.6757397760269
34154,12,11,1,-73.7909797809242,40.7113807909062
34171,10,14,0,-73.886595783383,40.8392707081991
34188,17,18,0,-73.9648127536714,40.6332358087638
34193,24,26,0,-73.9915557069302,40.635561815701
34209,21,23,0,-73.8453957508762,40.6951507513673
34220,15,20,0,-73.8082567953133,40.6869547995159
34223,7,12,0,-73.9880567227712,40.6178457817974
34229,36,39,0,-73.9466486668647,40.8265157181519
34231,18,19,0,-73.9214797465581,40.8110257311294
34235,20,29,0,-73.9114337755093,40.6338448015708
34251,38,41,0,-73.9497666877812,40.6776377436719
34261,35,38,0,-73.7602727566869,40.7205957273059
34264,93,96,0,-73.9739537610111,40.7629667855008
34269,68,70,1,-73.9820776661919,40.7729817413745
34272,36,38,1,-73.9172627385456,40.6195397570674
34281,10,12,0,-73.9806576975818,40.7850147501972
34285,10,13,0,-73.7438598337702,40.7290237529033
34291,22,22,0,-73.9235337402441,40.6870617824852
34295,11,11,0,-73.7888617227153,40.7055027719598
34300,25,25,0,-73.8776457245859,40.8261347178263
34305,18,18,0,-73.918839728738,40.6987577607278
34306,25,25,0,-73.9901157377158,40.7377757914805
34330,13,13,0,-73.931131768791,40.6946557273131
34349,11,13,0,-73.9066607706793,40.6612877290868
34353,17,18,2,-73.940021774384,40.6630047894478
34362,40,43,0,-73.9514627696627,40.6898547276638
34375,36,40,0,-73.9914466483627,40.6915877440222
34377,28,33,0,-73.7541307489438,40.6080987940165
34380,52,57,1,-73.9868276965324,40.7510657518339
34394,24,24,1,-73.955490687123,40.7684607508972
34403,15,16,0,-73.8753657711318,40.6827497433524
34405,40,41,0,-73.9953687034379,40.7546507296001
34409,12,18,0,-73.9894606534677,40.7178807453694
34417,17,20,0,-73.9050864785058,40.8625737413888
34417,108,118,2,-73.904926750782,40.8627557030088
34423,24,25,1,-73.9517116634965,40.7736317895543
34424,13,13,1,-74.0028257226165,40.6001997579287
34445,15,15,0,-73.9456886815605,40.7861427601946
34461,12,12,0,-73.9103236898955,40.702550781985
34462,40,42,0,-73.9718707288333,40.6932007218055
34480,26,27,1,-73.9002626772898,40.8637877166941
34481,12,12,0,-73.8949496950562,40.8687417123278
34482,14,22,0,-73.9525296757399,40.6109847935368
34497,41,48,0,-73.907308706874,40.6562627841962
34508,53,54,0,-73.9870427521944,40.7251817186793
34512,81,85,0,-73.9555607171644,40.7794767275191
34530,12,12,0,-73.9649297526091,40.6388367718385
34532,19,23,0,-73.9636927003608,40.6775257645883
34553,11,11,0,-73.8780207939262,40.6745177767714
34558,8,11,0,-73.8097737217416,40.6750537236293
34566,23,24,0,-73.9635207345505,40.6765427427267
34572,27,27,1,-73.9398607363336,40.8357807058556
34589,13,13,0,-73.9159047359208,40.8364147406208
34592,20,20,0,-73.9778387093996,40.6934417274042
34613,17,17,0,-73.8628586922179,40.7471437854931
34630,27,27,0,-73.9572707689143,40.6906847684635
34641,20,23,0,-73.9233767397966,40.8084227539484
34645,13,13,0,-73.9046927652977,40.8725847647874
34648,16,17,0,-73.8422397709509,40.6807377869265
34651,30,35,2,-73.9854427464557,40.7784697337261
34657,16,17,0,-74.0042906952311,40.6405477808596
34661,16,20,0,-73.9821256982257,40.6103997417751
34668,17,17,0,-73.9504587258488,40.7922907514192
34669,16,16,0,-73.9612117275748,40.6447027368267
34670,62,69,0,-73.927268698016,40.8655176924023
34681,15,21,0,-73.8816616786172,40.844586749451
34687,14,16,0,-73.9534217072857,40.635817776797
34690,32,35,0,-73.9948426905259,40.7142027360632
34691,53,61,1,-73.8605117265174,40.8754866778206
34696,39,41,0,-73.9454627639165,40.6642137415101
34699,11,11,0,-73.9478257435495,40.6617367834941
34702,18,17,1,-73.9700307425565,40.7654447278417
34708,26,26,0,-73.9600897324657,40.7704087312359
34728,15,17,0,-73.9370157499792,40.8447687300722
34730,10,22,0,-73.9071237810683,40.6832207852302
34746,57,61,0,-73.981323706452,40.7586417459186
34751,24,26,0,-73.9458987657508,40.6528407492017
34764,24,24,0,-73.9036257536549,40.8587017177777
34775,23,29,0,-73.91017266506,40.8519737238776
34783,14,21,0,-73.9041987457039,40.6706487319337
34790,27,29,0,-73.9556957303215,40.8141307577336
34797,13,13,0,-74.0204147533205,40.6457168125059
34811,50,50,1,-73.9875696447278,40.7653427490205
34815,57,68,0,-73.9924096854326,40.7305767442536
34817,17,17,0,-74.0107176909024,40.6343007866007
34822,16,18,0,-74.1440196248113,40.6249867830314
34825,19,19,1,-73.9234827320522,40.8319637419148
34842,68,72,1,-73.9808436878937,40.7419537430019
34847,8,11,0,-74.1163646772602,40.6298198220445
34858,20,23,0,-73.7982437481855,40.7069967747702
34865,22,24,0,-73.8739317525583,40.826638748658
34871,11,12,0,-73.9212456695774,40.7683567591139
34882,13,13,0,-73.8053987454584,40.6746597281791
34891,42,43,0,-74.0019197367205,40.7245167777749
34900,13,14,0,-73.9932436990129,40.7309237297244
34908,14,17,0,-74.0026176654683,40.714306754499
34911,38,45,1,-73.9917696769981,40.7646707408741
34914,28,29,1,-73.9381907258969,40.792168775363
34934,15,15,0,-73.947649753588,40.6705997513364
34937,16,21,0,-73.924386759032,40.8653517650449
34945,21,26,0,-73.8925927662864,40.6489417921498
34947,11,11,1,-73.9744386783911,40.6164127339836
34951,57,61,1,-73.9870156511726,40.761033764766
34965,51,55,0,-73.9989416495234,40.7280547332341
34967,18,23,0,-73.925329671351,40.6711577957071
34968,10,12,0,-73.7744087531349,40.7148527954306
34980,35,37,1,-73.9824497134048,40.7426237277684
34982,25,23,2,-74.0164857474284,40.6257627783287
34985,24,26,0,-73.8978107145828,40.6780727197421
34997,27,27,0,-74.005408678255,40.7278567840191
34998,26,28,0,-73.9163227279074,40.7024897867808
35006,25,26,0,-73.9926577351314,40.7373157847234
35010,20,21,0,-73.908770728886,40.6982467338207
35013,12,14,0,-73.8993117538048,40.8504357629477
35014,23,23,0,-73.9738526850303,40.6932777226471
35016,28,28,0,-73.9861607463464,40.726388764658
35023,10,11,0,-73.9319397244779,40.7597417171665
35026,53,53,0,-73.9887176900666,40.7534957736796
35033,20,21,0,-73.8868166754071,40.8370567226742
35051,10,11,0,-73.9656487504454,40.677923736051
35055,47,52,0,-73.9702916943913,40.7564367705589
35056,21,23,0,-73.9487817014556,40.7974647350309
35058,89,96,0,-73.9509707509519,40.6638927669503
35060,22,22,0,-73.9778186747294,40.7787197218183
35064,21,23,1,-73.9802187540653,40.6149957845084
35083,17,20,0,-73.9557397519809,40.6478557428027
35086,36,39,1,-73.9516507506006,40.7140387870927
35088,27,27,0,-73.8846846812942,40.7517727800483
35091,17,22,0,-73.9065337777953,40.689778776017
35092,23,23,1,-73.8490517366505,40.876207757327
35095,15,17,0,-73.8738057332881,40.669322800801
35096,16,17,0,-73.9551206573565,40.7858917368648
35099,23,23,1,-73.9493597656001,40.7140467836546
35108,12,12,0,-74.0045516603938,40.7340017194958
35109,9,12,0,-73.9477497771767,40.6609927969234
35110,12,13,0,-73.9383727192803,40.6846097975964
35118,60,66,0,-73.8631527749725,40.8355227100721
35134,82,86,0,-73.981880655893,40.7629647471387
35156,12,13,0,-73.8985827169259,40.6672717841009
35157,14,15,0,-73.9894576532593,40.6306697334498
35168,24,27,1,-73.9815786647762,40.6668718075806
35170,10,11,0,-73.9194677068957,40.8367807554162
35172,12,13,0,-73.9465177766754,40.6964407636767
35174,11,13,0,-73.9567106808993,40.6106068016995
35182,37,38,0,-73.9568157449622,40.812600740044
35192,28,32,0,-73.9586047500951,40.6688908053886
35203,16,19,0,-73.969038682022,40.6169987694395
35206,14,16,0,-73.9096847222322,40.637902780075
35211,14,18,0,-73.9124977277267,40.6908737911066
35212,13,17,0,-73.9526846798139,40.676234780956
35216,16,16,0,-73.8699287397814,40.7423397937358
35232,11,17,0,-73.9212177195557,40.8141587075616
35236,24,25,0,-73.8213647100463,40.6804857377967
35242,17,17,0,-73.9335217438871,40.6536107387745
35243,11,11,0,-73.8551227205007,40.8360436895103
35245,15,16,0,-73.8873827512428,40.6643407682879
35247,11,14,0,-73.9614637158805,40.7986347322781
35261,65,71,2,-73.8958837572489,40.671869797014
35284,11,11,0,-73.9897726904055,40.7112197292566
35287,24,23,1,-73.9739827462707,40.6140227520499
35288,15,16,0,-73.9472217001083,40.6750597495497
35293,10,11,0,-73.839061749014,40.6862207553003
35297,31,36,1,-73.9638577221492,40.8029597165872
35313,42,44,2,-73.911282789401,40.6729897693677
35325,17,23,0,-73.9540987619989,40.6843047213157
35326,15,15,0,-73.9782047026936,40.6867997537039
35330,13,16,0,-73.9562556725154,40.6840567799398
35345,35,37,0,-73.9439957059616,40.652961731
35366,25,26,0,-73.9806366480799,40.7450957647827
35370,8,11,0,-73.9812887492598,40.6385228151498
35372,26,30,0,-73.922375771071,40.6709997283081
35381,19,19,0,-73.9523046585037,40.7687867078455
35382,29,31,0,-73.866923719724,40.8474886873044
35387,33,33,0,-73.9987296711139,40.73479373822
35392,13,14,0,-73.8861867872775,40.8400937160249
35393,11,11,0,-73.8144217983635,40.7636807385782
35397,10,11,0,-73.8949447206667,40.8490957417315
35408,54,56,2,-73.9771536803067,40.6307417572841
35410,12,13,0,-73.8984496811801,40.7090277587145
35411,10,11,0,-73.8661126883912,40.6762288028817
35413,10,12,0,-73.9065586867518,40.6533187237747
35418,17,20,0,-73.9387586639106,40.6762587707786
35424,13,14,0,-73.9478916944238,40.6887668014725
35427,47,50,0,-73.9488127542237,40.785884708506
35435,17,18,0,-74.0111416535466,40.6373917556853
35437,15,16,0,-73.9942176853117,40.6150947684868
35458,26,29,0,-73.939554779153,40.6251497839668
35461,56,57,1,-74.0041677392521,40.7476747493522
35462,9,15,0,-73.9249946674035,40.6948457510576
35466,46,48,0,-73.9819417292975,40.5791847655604
35472,20,20,0,-73.9731246846604,40.7851587510232
35477,23,25,0,-73.9545377312244,40.7740067734021
35495,11,12,0,-73.916826785768,40.6810757860222
35498,26,27,0,-73.9791666630159,40.7717537668963
35500,48,52,0,-73.9106107352556,40.8192017741495
35501,29,29,1,-73.9991756977311,40.7392327334276
35510,15,16,0,-73.8684717503095,40.7492537664596
35516,31,38,0,-73.9613957456707,40.6251697351348
35517,19,21,0,-73.9155647266321,40.8289957630559
35532,39,42,1,-73.9795056961808,40.7438037811894
35533,12,13,0,-73.8841177443259,40.8458107021541
35538,34,34,0,-73.9718656650831,40.7629467591449
35540,12,15,0,-73.8675367611715,40.832807690303
