masterid,total,inj,fat,x,y
9202,13,13,0,-73.9735716967901,40.6409197639922
9209,29,31,0,-73.9578567448311,40.7694627052926
9211,9,11,1,-73.9246157716598,40.6581877977281
9214,37,38,0,-73.7853668144265,40.7123177370899
9216,29,36,0,-73.9471757273141,40.7967827547779
9228,12,14,0,-73.8145217448587,40.6932017927624
9231,72,81,0,-73.900704714042,40.643677786945
9231,17,17,0,-73.9006307679683,40.6436147438186
9247,26,29,1,-73.9452446626212,40.7784677306407
9248,10,11,0,-73.8691767991913,40.7554117674119
9264,20,28,0,-73.9718947185413,40.6089337699686
9271,23,23,0,-73.9238967591571,40.7019377983585
9273,51,50,1,-73.987343655647,40.6914467857337
9274,13,13,1,-74.0107026657521,40.6296307761822
9275,14,15,1,-73.8499167586489,40.8712517134948
9285,30,31,2,-73.9473487395293,40.7480937482576
9289,15,15,0,-73.9765336488101,40.7507837596721
9295,16,20,0,-73.8490557331309,40.5778057428461
9298,13,12,1,-73.9378777576218,40.8095127663788
9299,17,18,0,-73.8482067983836,40.8510307208905
9331,25,27,0,-73.959795766934,40.580078762895
9335,16,18,0,-73.9528557269877,40.5902847483849
9356,16,17,0,-73.9764647586694,40.7230577131329
9357,24,25,0,-73.9220756828401,40.8137117182228
9364,13,13,0,-73.9151707057206,40.8406246932867
9374,51,57,0,-73.9556156907924,40.7642757791712
9376,6,12,1,-73.9450137669647,40.6445507428785
9393,20,22,0,-73.9563107058377,40.8031017660785
9395,13,14,0,-74.0008337370489,40.6009547637188
9405,25,28,0,-73.9367677047875,40.802380750362
9418,63,66,1,-73.9610606526603,40.7608457093739
9423,10,11,0,-73.9805337320629,40.769884722062
9427,11,12,1,-73.9192717542568,40.7559187189049
9432,11,11,0,-73.8787367184312,40.7503197455538
9437,14,15,0,-73.9079637631403,40.6700877730655
9438,10,11,1,-73.9406147134982,40.750509708594
9450,12,15,0,-74.0005187476257,40.6364417782542
9458,11,11,0,-73.9688577301471,40.6729428024361
9463,9,11,0,-73.8349947124967,40.8380997108226
9471,26,27,0,-73.9386477354993,40.7502507508358
9482,54,59,2,-73.9434777231616,40.7960567506033
9483,12,13,0,-73.9504436770414,40.6847257575845
9485,16,19,0,-73.9531197247842,40.8126817561924
9490,14,15,0,-73.9360157074684,40.8062807236241
9514,20,23,0,-73.9443686553658,40.8296407489457
9518,29,32,1,-73.9412317008972,40.7552167615739
9534,12,12,0,-73.9286027522559,40.8626047630021
9540,16,16,0,-73.8586097228881,40.8913516887396
9551,32,32,0,-73.8244218070981,40.760964703041
9555,23,24,0,-73.9335367105193,40.7450497473279
9556,12,12,0,-73.9574317273363,40.6367777912
9565,16,17,0,-73.904738686121,40.701044770435
9582,12,12,0,-73.8719187712056,40.675388798771
9593,17,20,0,-73.88424472151,40.8680017686686
9594,57,59,0,-73.9790407382649,40.7444277361871
9598,11,11,0,-74.0286816722688,40.6292808114694
9604,17,18,0,-73.9679657311414,40.6801777732916
9615,22,23,0,-73.9868427423047,40.7452907656094
9633,12,12,0,-73.9890566798294,40.6441137959803
9635,14,14,0,-74.1267506248654,40.5644358051374
9641,19,23,1,-73.907092727587,40.833390753354
9644,18,19,0,-73.7977437854955,40.7090927763621
9645,9,11,0,-73.99528966044,40.6074167635836
9653,11,13,0,-73.8820656821796,40.8421247524672
9660,12,12,0,-73.9527367167969,40.789169700353
9661,22,23,0,-73.973023701515,40.7444307424048
9674,34,37,0,-73.9770123509014,40.7518170323344
9676,17,18,0,-73.9170096770841,40.8074977337586
9685,27,28,0,-73.9331056974282,40.6882167968714
9688,33,33,0,-73.9345397749267,40.8014287372318
9693,14,14,0,-73.8361977188737,40.7075647781247
9703,21,20,1,-73.9885036799426,40.6419427497168
9712,24,29,0,-74.0238816440826,40.6337158165086
9722,33,35,0,-73.8232988132213,40.6865547284412
9738,14,16,0,-73.9646996947682,40.7756627890622
9742,42,43,0,-73.9830806620234,40.7266487675641
9745,30,34,0,-74.08575773059,40.633944810315
9746,18,18,0,-73.972669717981,40.7857957358729
9748,16,16,0,-73.9813127064532,40.6751277658073
9758,10,12,0,-73.863240774201,40.8828567082013
9761,16,17,1,-74.0769436627357,40.6201517386405
9766,12,14,0,-73.9777147547451,40.6675607749917
9772,51,58,0,-73.9758167458006,40.7604017090271
9780,23,26,0,-73.9287576707355,40.7047027564429
9788,10,11,0,-73.9606029829364,40.7614769923912
9788,83,87,0,-73.9606016940654,40.761468740533
9789,11,11,0,-73.7311557674845,40.7121377341024
9790,18,19,1,-73.9313767299712,40.6793827502977
9820,12,13,0,-73.9402667508701,40.8513197153774
9824,12,12,0,-73.8745136807072,40.7586017325018
9832,14,14,0,-73.9953266777379,40.6028217777107
9839,10,13,0,-73.9120237072538,40.8430987161362
9839,13,15,0,-73.9118666913685,40.843219747184
9841,25,28,0,-73.9212776725029,40.8357127406977
9842,22,25,0,-73.9708577148966,40.6931637688343
9843,21,24,0,-73.9816216519049,40.7244687390988
9849,14,13,1,-73.9882907541159,40.6317947795658
9852,18,20,0,-73.9523506877454,40.6040077963678
9854,29,29,0,-73.9502976694358,40.6839927595492
9870,13,14,0,-73.9147037405241,40.6853097447067
9886,61,68,1,-73.9982556545677,40.6046028242062
9905,29,29,0,-73.9813856516648,40.7372037874893
9914,14,14,0,-73.91889073924,40.8179537366532
9918,11,11,0,-73.9203546673104,40.8335347360772
9919,15,17,1,-73.9442706760678,40.7137887404137
9923,18,19,0,-73.9010936836425,40.7458187333408
9928,16,16,0,-73.9949547435197,40.7206067526123
9930,36,39,0,-73.8457977227266,40.784179723057
9939,17,18,0,-73.9116407375945,40.6857837615903
9940,12,12,0,-73.941687729955,40.6747497975894
9941,16,17,0,-73.9937596496723,40.7671547893947
9943,9,12,0,-74.0086136518536,40.7326397417152
9947,53,55,1,-74.0008266731513,40.7471477954276
9954,17,24,0,-73.9235847031952,40.6560487531621
9958,9,12,0,-73.9713637708166,40.6362657423572
9965,11,12,0,-73.8574087049979,40.6926087378521
9969,12,13,0,-73.9470587608873,40.7036587866664
9984,18,18,1,-73.8510387691927,40.8319197425037
9990,10,12,0,-73.9845207489702,40.5753417534341
9991,27,27,0,-73.9602907571204,40.6903377945325
10002,17,18,0,-73.905328677191,40.8596257406471
10003,12,13,0,-73.8727427554802,40.6853907565803
10007,30,30,0,-73.9981927200446,40.7210317248315
10015,23,25,0,-73.8979756708191,40.8840117096725
10017,11,11,0,-73.9485077340345,40.5996737759092
10023,19,19,0,-73.9283457214102,40.702177734071
10024,17,17,0,-74.0095077188661,40.6113987893592
10035,15,18,0,-73.896438671111,40.8548987298688
10054,10,14,0,-74.0105606891434,40.6379587350204
10062,13,13,0,-74.0129757533822,40.7031057192265
10067,71,73,1,-73.9606177496282,40.7697457876159
10069,30,31,1,-73.8590907060422,40.6925127685075
10075,33,35,0,-73.978323675502,40.6878587660198
10086,6,11,0,-73.9626437458689,40.6506657665097
10099,12,12,0,-73.9769976680219,40.629861766992
10103,38,38,0,-73.9600707331983,40.6564767401156
10107,25,28,0,-73.9453417504167,40.799281760347
10114,12,13,0,-73.8555787704008,40.7296097140009
10134,40,41,0,-74.0310656427607,40.6234487468393
10135,9,11,0,-73.9221896874904,40.6543097943041
10149,28,30,0,-73.8459387952735,40.7816717805519
10154,21,21,2,-73.9246657370304,40.8123786993746
10155,41,69,1,-73.9036397309041,40.6571317381663
10157,17,17,0,-73.8265628007524,40.7706327859108
10160,13,18,0,-73.9553327364721,40.6085647941529
10169,37,43,0,-74.0039626471596,40.74285175665
10176,34,36,0,-73.9077287484758,40.6579307230829
10180,66,75,0,-73.997810718046,40.7360217208571
10207,44,44,0,-73.9909627281261,40.7454037929826
10208,13,13,0,-73.7624447918266,40.6916457465919
10208,43,48,0,-73.7623127829297,40.6916547810098
10226,14,19,0,-73.9239267076602,40.6586377497988
10238,15,16,0,-73.9102417276954,40.7694197657063
10242,14,14,1,-73.9499846704132,40.787155736982
10246,50,51,0,-73.9746686728122,40.753351717796
10247,9,15,1,-73.8251667844867,40.8426797075191
10248,22,23,0,-73.9552686711131,40.5878557968276
10263,38,43,0,-73.9372156925369,40.8017567279408
10284,22,24,0,-73.7685798018498,40.664050717428
10310,11,11,0,-73.9284146924016,40.865673738069
10317,13,13,0,-73.9796286619965,40.7711267253309
10320,11,12,0,-74.0023346810378,40.7264647515173
10334,20,22,0,-73.9547897131712,40.6108097829344
10343,17,19,0,-73.899807712265,40.859645726002
10353,16,16,0,-73.9713146846257,40.792746758932
10387,25,27,0,-73.9480317011217,40.7829117713109
10395,11,11,0,-73.8802206961295,40.6813497263804
10401,11,11,0,-73.9043407770919,40.690827738644
10405,26,27,0,-73.8677957610665,40.8515647299057
10407,22,24,0,-73.9615717709019,40.6363677302843
10431,34,35,0,-73.9762037583508,40.6870167875388
10440,11,14,0,-73.8701057237465,40.8271597588038
10445,15,15,1,-73.9947316906037,40.6365887414427
10449,25,26,1,-73.9570607614966,40.6619597559149
10451,17,18,1,-73.8844567697571,40.7556987658526
10454,12,12,0,-73.8721870411021,40.6836479854002
10454,60,66,1,-73.8721857851009,40.683639746078
10463,17,18,0,-73.9932496909116,40.7295677410262
10466,15,16,0,-73.8547147675861,40.8859677258512
10472,13,14,0,-73.8079597406156,40.6932507846008
10478,12,11,1,-74.0007436587664,40.6301687838805
10486,17,17,0,-73.9563206530484,40.7755807302491
10489,12,12,0,-73.8711707383932,40.6839247622733
10490,28,32,0,-73.9656136915304,40.795459729663
10492,75,77,0,-73.9723407011038,40.7622737395419
10498,16,15,1,-73.9946376656582,40.6374487839629
10500,28,29,2,-73.9608946615148,40.7808257823497
10507,11,12,0,-73.9187037854513,40.6626857601222
10511,34,35,0,-73.9084087577465,40.8513107036118
10512,35,38,0,-73.7983927780463,40.7027297862099
10528,15,19,0,-73.9836497337449,40.615182780264
10547,13,14,0,-73.9731987271227,40.6042867385538
10550,43,47,0,-73.9843196946163,40.7698087459318
10559,11,11,0,-73.9205267351215,40.8072367541951
10564,12,19,0,-73.9033487139096,40.8376277448029
10580,13,13,0,-73.8892987334558,40.7012157768965
10586,12,12,0,-73.8652097029901,40.8713996869094
10590,11,11,0,-73.879659754594,40.7502257445069
10593,10,11,0,-73.9462297821541,40.5977838138679
10594,22,23,0,-73.9178507218838,40.8371377282459
10595,9,11,0,-73.9024427798901,40.7058067212788
10598,12,12,0,-73.964464658692,40.7730867180324
10603,31,31,1,-73.9790726517526,40.7403967478037
10607,30,34,0,-73.9510806825361,40.5972478150693
10618,10,11,0,-73.8760657049235,40.8316297713947
10621,12,12,0,-73.9603556873467,40.6006947805521
10641,16,18,0,-73.9841557595229,40.5790307511471
10644,59,63,0,-73.9308936695709,40.6565997899882
10654,11,14,0,-73.8921647795746,40.8527607369672
10657,16,16,0,-73.9133257558402,40.7007687425521
10679,14,15,0,-73.7671277310933,40.6666867652886
10680,10,11,0,-73.8222587854509,40.7816477112835
10690,43,43,0,-73.8419617686687,40.8884627312636
10693,55,56,0,-73.8905067440932,40.7469337492769
10694,23,23,1,-73.8890217166237,40.749241732556
10695,41,45,1,-73.9364936786172,40.6708627290476
10699,23,23,0,-74.0097247125721,40.645657788409
10707,24,27,0,-73.9414617617842,40.6771867801583
10709,11,12,0,-73.989509711886,40.6732617963007
10718,32,41,0,-73.9256057124372,40.6684297945932
10727,27,26,2,-73.9452817224292,40.8283837075529
10744,29,30,0,-73.9812996526925,40.7413347457128
10748,18,21,0,-73.9343397482586,40.679542744533
10750,14,14,0,-73.9597177193276,40.7586517783414
10756,89,91,2,-73.9962996734859,40.7533767526126
10772,33,35,0,-73.9474547359648,40.6865647453823
10783,11,11,0,-73.9837666538628,40.6721777468596
10792,128,130,2,-73.9352276873986,40.6969697521784
10792,11,11,0,-73.935137878858,40.6969195596585
10797,15,18,0,-73.9243226889526,40.6611967993727
10805,14,14,0,-73.9167976950955,40.8182207467794
10810,18,17,1,-73.926490719273,40.8609427454498
10812,17,20,0,-73.7805897435989,40.713371794556
10815,16,17,0,-73.9518657654734,40.6449337587122
10824,10,18,0,-73.9193856971946,40.6752007326424
10825,13,14,0,-73.9351727222142,40.8448417236045
10834,23,28,0,-73.9514087347153,40.6407577427292
10844,27,29,0,-73.9393337566054,40.8365997576791
10848,26,27,0,-73.866340692601,40.865440724072
10849,11,12,0,-73.9226146683131,40.7377727474474
10850,16,17,0,-73.9779377132287,40.6897977638195
10851,37,38,2,-73.9979937205442,40.7459557412965
10865,12,11,1,-74.0036277146582,40.7236567226078
10875,28,28,1,-73.9639707464762,40.649080733563
10878,18,18,0,-73.956770711072,40.7749447555984
10910,54,59,1,-73.9907487601014,40.7609877405752
10914,34,39,1,-74.0092087399609,40.6306187344695
10917,9,13,0,-73.9075416781686,40.7041347473659
10920,12,13,0,-73.8664827874925,40.7382127718898
10933,30,30,0,-74.0779616661808,40.6381117451494
10937,20,21,0,-73.9794596498382,40.7274507193982
10939,15,15,0,-73.7903427333204,40.6760227641743
10963,40,40,0,-73.9836146694003,40.7620487446562
10966,36,39,1,-73.8678066990572,40.7326627278905
10969,30,36,0,-73.9199537344496,40.6527778087241
10971,13,15,0,-73.9602196739911,40.778877769354
10972,13,13,0,-74.0130917431754,40.7035717305626
10974,19,21,0,-73.9212386622164,40.8262587398399
10974,22,26,0,-73.92114272994,40.8263826964884
10976,12,15,0,-73.8613627864759,40.8713227662022
10985,37,37,0,-73.9945876741668,40.7404247597251
10987,21,21,0,-73.9928496982243,40.7683937028277
10994,17,19,0,-73.8985246782488,40.8676637573296
11000,7,11,0,-73.7524907522081,40.599247778389
11001,25,30,0,-73.9300057090457,40.6481647949692
11003,29,31,0,-73.9401757657732,40.8303287313964
11006,18,19,0,-73.9419267347215,40.6720707840832
11012,12,14,0,-73.9856877525569,40.6856517570368
11024,12,13,1,-73.9808026929298,40.6144388014956
11032,2,16,0,-73.7471128230094,40.6914747707079
11036,13,16,0,-73.903594783163,40.8175727321961
11038,16,18,0,-73.9573786731085,40.7827617613173
11046,34,41,0,-73.8507827860479,40.8305487515341
11047,63,67,0,-73.9192187586491,40.8075477264532
11060,20,20,0,-73.8827837524276,40.8412797107995
11070,26,26,0,-73.9238387605516,40.7043937750453
11081,13,15,0,-73.9062077472123,40.7019127917616
11097,11,11,0,-73.9509707352076,40.7240977495067
11101,12,14,0,-74.0042316568318,40.7101297632142
11102,31,34,0,-73.8968777072741,40.8221076921357
11103,14,14,0,-73.8265207500963,40.8516126889418
11104,14,16,1,-73.8904707304653,40.8489227135698
11123,10,14,0,-73.929612665484,40.6975987733674
11123,15,16,0,-73.929314694842,40.6976317736445
11124,28,30,0,-73.9674627244129,40.7878397361543
11127,25,25,0,-74.0232337031035,40.635309816043
11128,8,12,1,-73.9341596832266,40.8019347369438
11128,34,38,1,-73.9340747450141,40.8020717794859
11138,15,18,0,-73.8950197270798,40.6646007686691
11142,11,12,0,-73.8257650014419,40.7509689900198
11142,26,29,0,-73.8257637565367,40.7509607357674
11149,10,11,0,-73.8141517915768,40.6905107782849
11151,17,17,0,-73.9941456727814,40.6261847400195
11152,15,16,0,-74.0045057503491,40.6506917688403
11155,11,16,0,-73.9740186964328,40.6433157837454
11163,17,18,0,-73.8803737358077,40.8401007662102
11163,29,29,1,-73.8802057706623,40.840185705831
11174,18,21,0,-73.9304676887422,40.6900217396594
11182,20,20,0,-73.8959707490688,40.8692027114976
11185,57,60,0,-74.0262156952088,40.6214947899516
11186,15,16,0,-73.7403257889586,40.7256917863217
11195,12,13,0,-73.9457086781028,40.6509928012933
11196,14,15,0,-73.9502647272367,40.6725307513828
11199,52,55,1,-73.9460686606371,40.8212487692732
11207,11,11,0,-73.9671097081693,40.7984967807932
11210,60,65,0,-73.9307637530004,40.6553277527732
11223,21,23,0,-73.8774857157444,40.8718106956467
11235,11,13,0,-73.9173826988832,40.7650097377914
11259,21,25,0,-73.9284076807557,40.860234689941
11269,35,37,0,-73.9430807048606,40.7065887393248
11274,13,14,0,-73.9617836720826,40.6053077927639
11274,25,30,0,-73.9616707090595,40.6053207405931
11283,42,44,0,-73.831771785671,40.7061287188781
11288,11,12,0,-74.0142897190187,40.6272377732313
11296,27,32,0,-73.8917947372795,40.7489467056839
11308,14,16,0,-73.9089336815633,40.6383747608685
11310,9,12,0,-73.9256637232078,40.8612506934729
11317,12,13,0,-73.8911126915898,40.8670247659846
11321,18,20,0,-73.9536837057571,40.6655318041187
11329,38,37,2,-73.9852757045151,40.7236307958145
11330,30,32,0,-73.8069257484916,40.6989857608329
11334,16,17,0,-74.0040546527515,40.7074297436661
11334,15,16,0,-74.0039186555982,40.7072297528259
11336,60,66,0,-73.9848276846645,40.6869207935628
11351,37,37,1,-73.977410682028,40.7495167536831
11357,15,15,0,-73.9874567573101,40.6395047698053
11367,20,20,0,-73.9983317002818,40.7607747294885
11367,51,53,1,-73.998257722902,40.7608727293876
11368,34,34,0,-73.9323237243022,40.6516397685248
11370,23,23,1,-73.9919497217936,40.6173748056391
11372,32,33,0,-73.9698596561659,40.7947217387213
11374,16,17,0,-73.9398327316427,40.8384986927548
11375,19,23,0,-73.9662107633643,40.7997377352478
11394,16,16,0,-73.9080996859487,40.7012357912427
11406,34,39,0,-73.9500737201125,40.6997757599462
11429,15,20,0,-73.9516097481553,40.6905877324037
11442,22,24,0,-73.7653807864994,40.7182907409658
11457,21,21,0,-73.9484747278635,40.6916987925617
11459,98,100,1,-73.9634237505872,40.7618357226493
11476,15,19,0,-73.8572807255206,40.81776177563
11501,69,73,1,-73.942976697035,40.8315446940054
11507,31,34,0,-73.9397076921245,40.6600687276196
11508,11,11,0,-73.9534717266893,40.7140457626866
11518,10,12,0,-73.8396196835186,40.8808667578095
11527,31,31,0,-73.9943467214064,40.7122927628273
11529,11,11,0,-73.8930577380004,40.750892745591
11537,23,24,0,-73.8903156828761,40.6726987936343
11538,24,25,0,-73.9167896771304,40.8398677203986
11544,15,15,0,-73.9532627567008,40.7281187562016
11559,19,20,0,-73.935561704714,40.8417047658721
11565,36,39,0,-73.9392487363297,40.8424237182267
11565,11,13,0,-73.9388107574183,40.8422327684368
11567,12,15,0,-73.9447726974263,40.6510477617567
11568,10,11,0,-73.8516169998193,40.8341350093691
11568,13,14,0,-73.8516157418227,40.8341267396794
11591,30,32,0,-73.999853705214,40.7434177146994
11593,12,12,0,-73.9106497547536,40.8469727149351
11604,12,13,0,-73.9034996967824,40.8187097542593
11614,26,28,0,-73.9919406809773,40.7696547775225
11616,24,25,0,-73.8994727542928,40.8678887343829
11621,11,12,0,-73.9339697633487,40.6581087850743
11623,19,19,0,-73.9977397063678,40.7215607328763
11633,19,19,0,-73.9607677287296,40.6617258084502
11644,6,11,0,-73.9746777325887,40.6711627519982
11657,34,32,2,-73.8842897343049,40.7497397365118
11663,65,72,0,-73.9963286500093,40.7322417800629
11667,11,12,0,-73.8905037021509,40.861287274386
11667,22,22,0,-73.8903177572631,40.8610477440192
11667,46,52,0,-73.8902267580837,40.8611397430988
11671,15,17,0,-73.7537047665376,40.6095037607921
11685,22,24,0,-73.9530587410052,40.8100747381882
11687,14,14,0,-73.8997297015033,40.8307977263442
11691,13,13,0,-73.949068702253,40.7883987469385
11694,15,17,0,-73.9758759841412,40.7447770074574
11694,128,136,0,-73.9758746908337,40.7447687601613
11697,42,44,1,-74.0027797324346,40.7495777754098
11703,12,14,0,-73.9305277486445,40.8536757442925
11708,40,49,0,-73.9762746739137,40.7597897780318
11715,10,11,0,-74.0048126917591,40.7375287956935
11726,11,13,0,-73.984218730694,40.6357117323193
11729,40,42,0,-73.9468727706405,40.626764789179
11731,14,17,0,-73.8472547462347,40.8362117058511
11732,11,11,0,-73.8673577075045,40.8776127529745
11740,13,14,0,-74.0229577440839,40.6286877733902
11742,40,41,1,-73.9721136680569,40.7456707565833
11744,13,16,0,-73.8538347084877,40.6930437279533
11747,65,68,0,-73.796998749655,40.7045907249506
11753,20,19,1,-73.9555766742171,40.6692187484866
11789,11,11,0,-73.9002567228797,40.8542847129495
11790,12,13,0,-73.9814247639376,40.6349427411974
11792,14,14,0,-73.9224027195714,40.8404107025875
11804,14,15,0,-74.0074967212761,40.7328677852271
11805,13,15,0,-73.8723727407652,40.748840720633
11806,11,11,0,-73.809701750766,40.6921817139653
11828,69,78,0,-73.908913787295,40.6625478037407
11844,12,14,0,-73.8859537233592,40.8659556820763
11852,12,13,0,-73.8992357023072,40.8135017274583
11853,12,13,0,-73.9612966952795,40.6348277618366
11854,15,16,0,-73.9625576633679,40.7125177916786
11857,41,45,0,-73.9531717540992,40.8175857189775
11861,46,46,1,-73.901181770076,40.7146177711212
11862,38,45,0,-73.9926907519071,40.7634227436183
11865,13,14,0,-73.8322017840401,40.8892367485853
11881,21,25,0,-73.981195704679,40.7250608001248
11892,45,47,0,-73.9775276595061,40.7258607451396
11912,58,59,1,-74.0039016792328,40.6512658105849
11914,12,13,0,-73.8105547995452,40.6663167241922
11920,44,44,1,-73.8016568195758,40.7057477518468
11927,26,29,1,-73.9921296966552,40.635011807499
11944,8,13,0,-73.9511606759185,40.8001067284829
11952,12,12,0,-73.8597646819491,40.8892457484461
11954,14,15,0,-73.9725686881435,40.7450507958405
11957,21,21,0,-73.9336427712473,40.6716208033627
11958,14,16,0,-73.8968797659179,40.671731758993
11961,21,22,0,-73.9682406795262,40.6794137862904
11974,12,13,0,-73.847897710499,40.8862816791487
11979,28,31,0,-73.9203046661775,40.8353957352769
11991,15,15,0,-73.9227416688299,40.698340754215
12014,54,57,0,-73.9592787387867,40.7088487642897
12015,42,43,1,-73.9628227081385,40.6605177740076
12017,13,14,0,-73.8903527363594,40.8666007375905
12026,42,47,0,-73.962949769369,40.6735757936354
12031,71,72,0,-73.9882996494376,40.7541047717735
12033,11,11,0,-73.9278097643101,40.6927647594062
12033,10,11,0,-73.9275827715573,40.6926387842811
12035,32,34,0,-73.986286656695,40.6406177839059
12042,14,14,0,-74.0057816889639,40.6460097426559
12045,21,22,0,-74.0024696535344,40.7303117185658
12064,97,106,0,-73.9863796524031,40.7558027647801
12071,29,34,0,-73.9001617421775,40.7004927248295
12079,19,24,0,-73.9814287072409,40.7678737558092
12081,24,25,0,-73.9372646733395,40.6346387269377
12092,24,26,0,-73.8609776866665,40.8336016866394
12130,16,19,0,-73.9216426721513,40.6638407532189
12131,13,13,0,-73.8109048167357,40.7302937756798
12132,29,31,0,-73.9351507175662,40.6834797349997
12137,12,12,0,-73.8677717488816,40.8523967628938
12140,100,106,2,-74.0025267356574,40.73973874105
12141,59,66,1,-73.9954407214855,40.7392557761774
12147,17,20,0,-73.9765906740201,40.6871757951825
12147,14,16,0,-73.9765437591562,40.6869857501543
12154,79,88,0,-73.9826987143444,40.756742742372
12164,24,24,0,-73.9817766532307,40.728422745768
12168,23,23,0,-73.870400786692,40.7490487165636
12172,24,28,0,-73.8628397398578,40.7292857449982
12177,76,88,0,-73.9517317677477,40.7778557238405
12181,21,22,0,-73.8661917438699,40.8187347608535
12183,12,12,1,-73.9188937770779,40.6344427880107
12183,16,17,1,-73.9188717275319,40.6346807679745
12187,18,19,0,-73.9169937097447,40.6818167690512
12189,21,23,0,-73.9332447718696,40.6978467971013
12196,68,75,0,-73.9749417551,40.7460377806656
12200,11,12,0,-73.8723956904075,40.7177927089373
12202,43,51,0,-73.9371536667391,40.6637447777542
12207,15,15,0,-73.9403967138632,40.8089447137824
12208,37,45,0,-73.9395607351312,40.6560447960482
12210,13,13,0,-73.9555586563086,40.7852667393694
12213,12,12,0,-73.96209675707,40.5981957695214
12223,9,13,0,-73.8824137669849,40.844973735634
12225,24,25,0,-73.9560687122466,40.7787907436295
12246,16,16,0,-73.7908007573551,40.7068867920673
12247,29,30,0,-73.9838987183327,40.746460750893
12248,16,19,0,-73.9633767713948,40.7112137884458
12249,63,70,0,-73.9599327607282,40.5819518163791
12250,43,46,0,-74.0101347215779,40.712042770236
12274,36,37,0,-73.7956517828307,40.709787764941
12282,11,20,0,-73.8686838012772,40.6846297426455
12290,58,60,0,-73.9914077395177,40.7447917767798
12291,31,33,0,-73.9190076639353,40.8644917265796
12315,18,19,1,-73.9609627687426,40.6178917535975
12327,51,58,1,-73.9563057062406,40.6550277952885
12338,20,20,0,-73.8509087211672,40.7104647775062
12343,29,32,0,-73.9186087324076,40.815502731026
12345,49,55,1,-73.986845722398,40.7543027232573
12353,12,14,0,-73.9990426826024,40.6455787456958
12355,10,14,0,-73.846223019685,40.8444909964353
12355,48,52,0,-73.8462217628295,40.8444827245279
12359,66,66,0,-74.0235167541938,40.6346067458664
12362,45,46,1,-73.9815987491468,40.7785967607906
12372,12,15,0,-73.7857688187283,40.6723147980791
12374,13,12,1,-73.94476076535,40.7791367710615
12375,13,14,0,-73.8771007696649,40.6746497245078
12382,11,12,0,-73.9821246546839,40.6271588191559
12386,29,29,0,-73.9905337173928,40.7305737743927
12391,11,11,0,-73.8595547617357,40.7457247049178
12397,17,18,1,-74.0037206696301,40.6273037338519
12400,24,25,0,-73.7935967798525,40.6997327514889
12410,8,11,1,-73.8907667593785,40.85579072645
12411,58,55,3,-73.9781577129905,40.7416277598624
12412,11,11,0,-73.9708566924988,40.7984257675072
12414,19,24,1,-73.9331456813505,40.7950467006791
12415,24,28,0,-73.9456217674942,40.6411098005487
12416,30,39,0,-73.8963167236723,40.8670336952978
12441,6,20,0,-73.9846129958324,40.759212001033
12441,53,55,1,-73.9846116993638,40.7592037505216
12458,42,45,0,-73.9224627593511,40.6701087878039
12460,14,16,0,-73.9339526718958,40.5996307922079
12470,11,11,0,-73.9326486619809,40.7446017473418
12474,21,23,0,-73.9352927070282,40.6842167684773
12475,12,13,0,-73.9335527052024,40.6724987518692
12489,9,13,0,-73.9074277222698,40.7271887771553
12491,30,30,1,-73.9849636918563,40.7791117813441
12498,14,16,0,-73.9138726936273,40.8284387178207
12503,20,24,0,-73.9284817213827,40.6521737878826
12506,28,30,0,-73.9562047178658,40.6404297725184
12512,17,20,0,-73.8909047324337,40.8267757066434
12513,25,25,0,-73.8567807761267,40.8156577175975
12518,18,18,0,-73.9871257686132,40.6329157764667
12523,12,12,0,-73.8546147361116,40.7426657250769
12524,11,13,0,-73.9819576561253,40.7194517407195
12534,9,12,0,-73.8513807922604,40.9038817548137
12548,77,85,1,-73.8521247334256,40.7376587246659
12549,22,25,0,-73.8783317866467,40.7449517742905
12551,11,11,0,-73.9582287056228,40.8030867607977
12553,11,11,0,-73.9729736859532,40.5902317942404
12571,12,14,0,-73.9363887747997,40.7946387479065
12581,32,32,0,-73.9894797206507,40.7677967122145
12598,11,12,0,-73.859040698999,40.7363757771119
12599,23,22,1,-73.9441916904335,40.792239699346
12618,21,22,0,-73.9057907308566,40.6893557239854
12635,28,33,0,-73.95874777788,40.6437637421687
12649,105,111,1,-73.9937877474553,40.7181157432893
12652,47,47,0,-73.9413577654756,40.8308767482646
12654,26,32,0,-73.776552712173,40.782451747694
12665,10,12,0,-73.9693007206089,40.6469827746158
12679,10,13,0,-73.9185287059185,40.7391937134058
12683,28,30,0,-73.9543916918264,40.6857708060712
12687,13,14,0,-73.9702856983702,40.7839637148933
12716,37,43,0,-73.9564697637214,40.771367782512
12721,12,12,0,-73.9268107051108,40.7711217883145
12724,17,18,0,-73.916464691241,40.812313768049
12725,38,45,0,-73.9493756978952,40.6489107482521
12727,13,15,0,-74.0304797376245,40.6320867910276
12728,10,11,0,-74.0046216809375,40.6471168129608
12732,7,13,0,-73.8963167020713,40.6659987727361
12736,14,13,1,-73.9830916787935,40.5791477798293
12738,55,60,0,-73.9920577441922,40.7540807233813
12746,35,40,2,-73.8208047331921,40.7246797131816
12760,46,53,0,-73.8963207485678,40.7463277423491
12761,15,15,0,-73.8895017380863,40.8631106966292
12765,20,20,0,-73.8216097075707,40.6872277250699
12767,38,40,0,-73.9536407513483,40.7710057023196
