A	Name	DiffB4ft
86965	CT2	840.45
86974	47	6.5
86974	8	331.19
86984	55	237.84
86991	8	-0.03
86993	55	4692.9
86995	60	-98.59
86995	65	-157.62
86995	8	-270.05
87015	60	-44.41
87015	65	-63.44
87015	8	-8.68
87018	57	-1031.14
87018	8	-155.88
87022	55	439.54
87040	8	-0.88
87042	47	169.69
87042	CT2	192.25
87048	CT2	-0.57
87051	47	11.28
87051	60	27.41
87051	65	15.72
87051	8	-22.02
87051	CT2	36.86
87067	57	-1035.82
87068	57	1865.69
87075	CT2	-269.86
87096	55	-76.06
87096	9	-354.8
87115	39	-145.62
87115	55	-59.67
87127	55	-40.15
87127	9	-830.62
87128	39	-795.22
87128	55	-54.7
87128	9	-875.87
87129	39	-468.54
87129	9	-201.87
87133	1	-3003.5
87145	502	-1177.13
87151	55	31.36
87156	39	-148.82
87160	39	22.27
87163	39	-434.41
87183	39	-37.35
87183	55	0.17
87183	9	-21.54
87186	39	100.21
87186	55	0.33
87186	9	-51.77
87189	9	-1250.74
87190	55	-4.35
87190	9	-543.62
87198	1	280.57
87199	39	354.25
87203	1	-453.99
87220	1	102.02
87224	39	21.87
87237	8	-44.98
87257	39	22.63
87267	502	0.04
87271	39	-31.73
87272	39	17.74
87280	39	-295.42
87281	39	396.55
87281	55	-27.36
87281	9	-200.57
87291	39	-40.36
87291	55	-3.48
87291	9	-18.43
87302	64	-19.43
87302	66	-31.75
87328	47	-2.99
87345	47	141.33
87347	47	490.12
87350	47	-11.42
87350	64	34.78
87356	64	-19.25
87375	70	-8.13
87393	1	274.22
87402	1	171.8
87403	69	305.49
87404	72	-35.36
87404	74	-182.68
87404	75	-1069.73
87404	78	-259.24
87407	70	100.27
87417	66	-113.42
87419	66	-660.05
87420	66	-292.8
87421	66	-399.26
87421	86	-191.35
87438	71	-1793.48
87438	73	-834.54
87438	77	-433.75
87438	86	-33.88
87440	1	-320.41
87440	69	-18.94
87442	66	-236.35
87442	71	-602.58
87442	73	-303.1
87442	86	-194.49
87443	66	-207.43
87444	71	-817.41
87444	73	-325.4
87446	71	-271.8
87446	73	-138.1
87447	86	-56.02
87451	66	-137.68
87455	66	-52.64
87455	71	-42.49
87455	73	-103.51
87455	86	-615.62
87456	1	-337.02
87485	70	-221.06
87492	70	-462.23
87492	83	734.2
87493	47	-0.01
87493	70	135.78
87494	70	-3.75
87505	64	-890.17
87505	68	-199.83
87509	64	-13.72
87509	68	-6.51
87563	69	2953.02
87565	83	434.16
87565	91	505.31
87583	69	424.15
87585	85	49.68
87585	CT2	361.29
87593	43	-127.32
87593	55	-4.24
87595	SILVER	144.25
87625	43	7.63
87631	39	-78.18
87637	39	-183.72
87643	43	-0.04
87667	43	0.229999999999999
87667	9	-325.39
87672	43	92.38
87672	9	-110.53
87686	SILVER	1284.83
87718	1	-169.75
87727	SILVER	709.74
87733	11	-83.63
87733	9	-32.44
87733	SILVER	841.39
87736	1	-7.96
87737	1	4
87738	1	8.82
87743	1	-1.51
87743	47	-0.67
87743	8	716.92
87770	8	2345.46
87771	8	0.3
87785	8	142.69
87793	16	-11.6
87793	17	4.48
87795	8	754.41
87803	15	1.4
87829	16	0.15
87829	17	-63.56
87830	16	-50.78
87830	17	-30.82
87839	17	-29.74
87839	18	4.99
87938	7	-896.55
87938	9	-307
87940	7	-16.87
87940	9	-14.48
87952	7	-11.42
87978	9	2458.98
87995	7	-63.69
87995	9	28.07
88060	11	-2.72
88060	47	-1.47
88075	7	-738.76
88092	4	-9.67
88092	7	-634.82
88103	4	-7.16
88103	459	-7.99
88136	SILVER	-310.63
88156	43	-69.04
88156	55	-0.03
88157	SILVER	-371.48
88165	SILVER	-467.56
88192	504	-238.76
88192	505	-196.06
88192	553	-35.81
88204	92	-56.13
88204	93	-433.07
88225	21	-156.62
88236	57	442.15
88241	60	-85.36
88241	65	-123.36
88241	8	-118.94
88243	8	-209.54
88282	92	-5.96
88282	93	-3.85
88288	92	-96.14
88292	92	-3.18
88294	501	-733.7
88294	504	-1655.89
88294	505	-510
88294	553	-126.69
88294	554	-143.86
88295	92	-129.06
88299	4	-7.76
88299	92	188.17
88299	93	-370.63
88301	92	-51
88304	4	-38.24
88304	93	-126.93
88307	4	154.03
88308	4	-163.79
88317	43	-279.65
88317	55	-106.25
88318	55	-1.37
88343	88	-2.73
88347	88	-5.66
88372	CT2	-266.39
88398	CT2	-1
88401	85	1043.24
88401	CT2	1601.44
88416	85	270.24
88416	CT2	536.31
88445	CT2	526.48
88451	CT2	1608.12
88452	64	125.45
88452	68	80.79
88459	64	-7.45
88463	CT2	26.15
88469	69	744.66
88469	80	125.07
88469	87	3.12
88469	88	-454.48
88494	92	642.77
88499	111	-266.78
88500	92	210.32
88518	92	9.47
88520	92	-834.31
88562	354	-335.75
88567	504	-80.86
88567	505	-403.44
88567	553	-81.45
88567	554	-94.1
88570	504	-914.62
88573	459	-121.66
88577	4	-5.67
88577	459	-1.88
88632	116	-168.02
88632	117	-91.65
88632	120	175.94
88668	116	-186.06
88668	117	-147.25
88680	120	165.6
88687	69	974.02
88688	80	266.36
88688	87	62.59
88688	88	-97.98
88810	111	447.42
88810	92	171.92
88878	92	168.07
88888	111	-471.68
88888	92	447.78
88889	93	51.05
88892	111	-200.52
88897	354	-411.79
88900	111	-1602.38
88901	92	1569.39
88903	4	-34.25
88903	92	-23.02
88904	92	79.07
89029	450	-181.73
89030	92	692
89036	92	437.19
89037	92	-165.68
89054	92	74.07
89054	93	792.32
89055	92	-188.13
89055	93	-412.98
89098	CT2	-50.01
89113	502	-81.11
89157	32	13.92
89177	66	-852.23
89178	86	-367.66
89253	20	-2.08
89303	16	-0.15
89330	60	-11.38
89330	65	-11.96
89342	47	-285.74
89342	CT2	-250.28
89343	60	297.14
89343	65	-18.71
89350	47	-0.04
89351	47	1.09
89351	8	1.8
89352	66	380.79
89353	66	-1.79
89380	60	-43.26
89380	65	-63.51
89414	66	-556.54
89414	77	-482.63
89414	86	-2300.36
89414	96	-213.76
89415	66	-465.55
89415	86	-314.42
89417	80	-7.3
89417	87	-8.46
89426	93	0.12
89458	47	9.94
89458	8	1388.5
89460	47	78.48
89490	70	0.01
89987	62	-43.34
90891	70	1.65
91110	76	-35.98
91436	104	-18.99
91436	105	-8.13
91436	109	-18.99
91436	92	-0.1
91573	14	14.24
91573	32	-2.18
91865	51	21.12
99865	101	-22.86
108206	136	0.01
108214	136	-11.03
108221	136	-1.64
108764	136	0.62
108793	137	0.11
108953	137	39.2
109208	136	11.93
109208	137	26.65
122928	435	-2.01
122928	436	-1.79
123185	435	91.43
123231	436	103.97
123441	435	49.4
123682	436	69.29
123894	435	73.37
123957	435	5.57
124149	450	-8.31
124149	459	-7.39
124156	455	25.64
124206	455	-7.91
124251	450	-26.96
124251	459	-8.09
124310	450	-7.66
124310	459	-0.15
124342	435	20.06
124420	459	-18.05
124439	450	-5.42
124439	455	421.64
124439	459	18
124462	436	74.77
124570	459	-80.24
124578	455	17.17
124578	459	-45.9
124762	455	4.01
124762	459	2.23
124839	455	1.94
124839	459	-15.87
124947	455	0.47
124947	459	0.47
124972	435	3.04
125264	450	8.31
125330	455	-0.01
125381	441	-26.41
125381	442	-18.44
125410	450	272.67
125448	441	11.73
125448	442	11.38
125473	435	6.92
125496	450	45.17
125509	441	16.39
125509	442	15.89
125552	441	-10.37
125552	442	-6.12
125572	455	408.97
125572	459	-146.23
125647	450	46.41
125696	441	-3.29
125758	442	-1.73
125816	441	-0.96
132902	230	15.23
132944	230	-0.49
139594	92	731.73
166228	16	16.83
166228	31	82.59
166364	553	9.61
166364	554	9.32
166409	350	-17.93
166409	79	-13.84
168081	77	-78.64
168092	77	-1.87
168094	73	-333.29
168095	77	-240.52
168098	73	-1.03
168104	77	-23.5
168106	73	7.84
168106	77	-3.32
168107	83	46.02
168109	73	13.11
168110	77	6.17
168110	83	115.32
168114	73	148.34
168114	77	-3.44999999999999
168114	83	1035.88
168115	96	145.77
168117	96	26.9
168121	96	108.22
168122	73	42.16
168124	77	-369.3
168124	83	90.8
168125	77	-9.45
168126	73	44.27
168126	96	47.11
168129	96	2.39
168132	77	274.09
168134	73	-1.17
168134	96	5.51
168137	73	-0.46
168138	77	-98.94
168138	96	201.96
168152	96	-0.08
168153	73	434.14
168153	77	505.12
168153	78	-21.35
168153	96	25.85
168155	87	-0.15
168526	93	381.16
168853	47	961.35
168853	CT2	1420.93
245284	87	67.18
245285	87	95.37
247020	132	-57.34
247074	411	-3.54
247081	100	0.69
247083	100	0.3
247253	89	-2131.17
247257	89	1.85
247259	101	-41.61
247259	89	-0.01
247263	101	-36.09
247263	89	1.08
247263	90	-1.25
248970	40	-182.33
248970	50	-269.66
249657	4	39.95
307331	70	-117.37
308320	39	-19.15
309911	450	-1.5
309953	136	10.37
309953	137	35.4
310765	86	-11.06
311114	66	-249.41
311915	104	-1167.87
311915	105	-516.58
311915	109	-1041.15
313293	137	-0.05
314528	111	-5.88
314528	92	-19.64
413509	459	-4.98
413516	459	-1.87
413516	Logan	-204.87
413516	SILVER	-191.55
415670	71	-750.54
415670	73	1073.74
420328	4	-222.2
420328	7	-491.91
423527	350	0.77
423898	4	662.82
423898	459	-44.35
423898	7	-1383.56
426947	70	-5.11
431559	Logan	-32.56
431559	SILVER	-3.05
431792	429	0
893666	Fitchburg	-171.32
893671	Fitchburg	-102.31
893689	Fitchburg	-23.79
893697	Framingham	-211.62
893698	Fitchburg	-126.44
893706	Framingham	-405.28
893710	Franklin	-122
893711	Fitchburg	-113.39
893713	Framingham	-139.14
893715	Fitchburg	2.19
893717	Framingham	-229.6
893719	Franklin	-31.21
893720	Fitchburg	-161.01
893722	Framingham	-165.26
893725	Lowell	-158.9
893738	Lowell	-34.87
893740	Fitchburg	10.65
893743	Framingham	-272.5
893748	Framingham	-109.65
893750	Franklin	21.99
893752	Fitchburg	-51.81
893760	Green	1316.8
893764	Framingha	171.88
893764	Framingham	-30.89
893765	Green	884.28
893769	Needham	172.24
893771	Needham	0.59
893773	Fitchburg	170.9
893777	Franklin	-99.34
893779	Needham	49.64
893782	Framingha	-0.28
893782	Framingham	-607.69
893784	Green	541.56
893787	Attleboro	-1480.89
893791	Attleboro	7.82
893792	Needham	418.46
893795	Green	607.58
893797	Franklin	-11.22
893802	Framingha	497.86
893802	Framingham	-2819.72
893805	Green	310.42
893808	Franklin	-94.62
893813	Fitchburg	87.21
893815	Green	1530.75
893820	Franklin	-59.92
893821	Attleboro	42.79
893824	Fitchburg	104.41
893827	Franklin	177.18
893830	Lowell	-17.47
893833	Green	150.26
893835	Green	801.22
893845	Haverhill	-65.64
893849	Needham	1335.45
893850	Franklin	-749.52
893851	Green	487.53
893857	Haverhill	-145.27
893859	Green	2511.74
893860	Needham	1423.65
893862	Attleboro	-30.8
893862	Stoughton	-13.41
893866	Green	321.49
893871	Green	4829.02
893877	Needham	2953.54
893878	Green	15.09
893882	Green	2212.28
893884	Attleboro	-114.76
893884	Stoughton	-57.96
893885	Lowell	-187.05
893892	Stoughton	37.03
893896	Green	4533.27
893897	Haverhill	-2778.13
893900	Green	555.87
893903	Green	548.23
893906	Red	-8860.82
893908	Green	177.21
893912	Green	3250.38
893915	Lowell	0.22
893922	Green	73.02
893926	Lowell	-194.48
893934	Green	380.76
893940	Lowell	-50.69
893942	Attleboro	1634.68
893942	Fairmount	-18.31
893942	Franklin	513.65
893942	Stoughton	424.61
893943	Fairmount	-111.97
893949	Green	3744.07
893950	Green	-30.11
893954	Needham	2547.63
893961	Green	1513.51
893964	Green	1227.2
893967	Green	-189.19
893970	Attleboro	3393.43
893970	Franklin	3369.02
893970	Stoughton	1690.85
893971	Green	838.11
893975	Red	-732.72
893976	Red	-1300.59
893979	Green	-72.33
893981	Green	1690.52
893983	Fitchburg	-747.83
893986	Red	827.02
893988	Red	3222.49
893990	Red	-9123.26
893992	Red	10750.37
893994	Fairmount	-105.19
893996	Green	723.26
893999	Green	15555.24
894005	Green	-927.91
894008	Green	87.35
894011	Green	785.67
894015	30	-100.31
894015	35	-1437.73
894015	36	-940.65
894015	37	-797.93
894015	40	-80.32
894015	50	-1239.43
894016	51	-768.17
894016	Attleboro	-41.6
894016	Franklin	8.72000000000003
894016	Needham	729.34
894016	Stoughton	53.3699999999999
894018	Orange	-2833.95
894019	Green	-56.46
894022	Green	31095.66
894025	Green	361.76
894027	Green	175.07
894030	Green	676.14
894034	Green	4723.79
894035	Green	3056.14
894038	Haverhill	-35.3
894039	Green	3349.21
894043	Green	4008.08
894046	Orange	12.47
894047	Orange	-210.05
894048	Green	-855.42
894052	Green	4703.81
894057	Green	12219.7
894060	Green	10121.66
894061	Red	7046.2
894062	Red	-12634.77
894065	Orange	150.04
894066	Orange	-777.96
894072	Stoughton	-36.05
894073	Green	4365.92
894078	44	33.65
894078	Orange	61.19
894080	Orange	244.82
894083	Green	-17733.2
894085	Green	2688.41
894086	Orange	2045.67
894088	Orange	2670.83
894091	30	-21.96
894091	Red	-2193.97
894093	15	37.63
894093	22	-13.97
894093	23	43.14
894093	28	-9.39
894094	Green	1104.62
894095	Green	-967.41
894097	Attleboro	393.57
894097	Franklin	622.92
894097	Needham	4996.32
894097	Stoughton	579.25
894098	Orange	-1222.65
894099	Orange	-2551.16
894100	15	5.63
894100	22	5.63
894100	23	5.63
894100	28	5.63
894100	CT2	5215.47
894102	Green	-4249.5
894103	Green	2498.52
894111	Red	-0.04
894113	Red	-286.91
894119	Fairmount	-1201.71
894122	39	-87.4
894122	Green	1377.53
894123	Green	-642.36
894124	Red	-8931.37
894125	Orange	-907.15
894128	Orange	-2353.43
894129	Red	-11783.03
894132	Red	-309.51
894134	Red	-1476.81
894136	Green	1531.09
894137	Green	-1810.05
894147	Green	2459.01
894150	Green	-723.58
894152	Green	1270.75
894158	Orange	-16637.58
894163	Orange	-4884.81
894164	Orange	-1338.21
894172	Orange	-2865.87
894180	Haverhill	-89.66
894191	Orange	-1146.54
894192	Attleboro	-402.61
894192	Framingha	-2768.78
894192	Framingham	-1030.53
894192	Franklin	-72.9
894192	Needham	3103.03
894192	Stoughton	310.84
894193	Orange	-7216.04
894197	Orange	-6825.97
894198	Orange	303.33
894203	Red	-372.61
894205	Red	-1118.95
894206	Red	-4811.05
894207	Red	-1677.73
894215	Green	1511.07
894216	Green	1999.27
894217	Orange	-2190.08
894220	Haverhill	-363.04
894225	Orange	-3481.21
894227	Orange	13024.94
894228	Haverhill	1.34
894229	Haverhill	159.91
894238	Haverhill	-41.69
894240	Fairmount	-1276.44
894242	Green	7108.31
894243	Green	-1965.31
894247	Haverhill	-113.18
894249	Red	-23.01
894251	Red	-34.39
894254	Red 	4.7
894255	Red	-2007.41
894258	Green	451.45
894259	Green	2480.62
894266	Orange	-95.27
894267	Orange	-4367.01
894270	Red	-5020.41
894272	Red	-7177.5
894275	22	53.11
894275	23	9.86
894283	Red	-15055.44
894284	Orange	-523.38
894286	Red	-11461.1
894287	Green	-3949.85
894288	Orange	-5639.28
894290	Fitchburg	-839.71
894290	Haverhill	-2864.24
894290	Lowell	-685.4
894290	Newburyport	-1350.98
894290	Rockport	-1136.09
894291	Green	4783.91
894295	Red	-0.14
894297	Red	263.99
894300	Orange	-3738.56
894301	Green	-3521.48
894302	Orange	-4725.17
894303	Green	1076.23
894304	Blue	-8195.31
894313	Orange	-5766.05
894314	Red	-3388.96
894316	Orange	-18947.56
894318	Red	-16962.1
894323	Red 	54.04
894324	Red	-4815.08
894329	Blue	-7676.64
894331	Blue	-600.18
894333	Green	-8135.86
894334	Green	361.66
894342	Red	-255.43
894345	Red	-1100.2
894346	Green	5431.93
894347	Orange	-3005.35
894351	Green	3180.68
894351	Orange	-5689.78
894359	Red	-3229.51
894361	Red	-5892.2
894370	Orange	-2091.87
894371	Orange	-13544.36
894372	Blue	-7440.52
894373	Blue	-651.05
894375	Red	-693.03
894378	Red	-750.26
894390	Attleboro	-1636.91
894390	Fairmount	-3830.14
894390	Framingha	-2182.21
894390	Franklin	-1362.81
894390	Kingston	-997.17
894390	Middleboro	-2857.04
894390	Needham	-982
894390	Plymouth	-997.17
894390	Stoughton	-757.33
894391	Red	-9435.23
894392	Lovejoy 	-181.65
894394	Lovejoy tUSCt	-91.1
894395	Red	-10217.05
894402	Kingston	-57.68
894402	Middleboro	-82.02
894402	Plymouth	-57.68
894405	CNYLVJY	-55.51
894410	Red	6239.82
894411	Red	-5540.27
894415	Red	-688.14
894416	Red	1770.89
894418	Blue	-3216.66
894419	Blue	-2455.41
894423	RowesW tHing	-7.64
894428	LongW 	-117.83
894430	Lovejoy tUSCt	-37.16
894444	Blue	-7319.93
894445	Blue	-663.53
894450	Newburyport	-1033.21
894450	Rockport	-786.75
894454	Blue	-6885.11
894455	Blue	-322.06
894456	Logan	-152.66
894459	Red	-67.79
894460	Red	-6885.99
894469	Middleboro	-242.26
894480	Blue	-2374.69
894481	Blue	8.4
894487	Middleboro	-183.73
894491	Red	-273.22
894492	Red	-1244.7
894502	Middleboro	-120.05
894518	Blue	-1191.9
894519	Blue	-15.05
894520	Red	1.07
894522	Red	-2518.25
894527	Kingston	-330.54
894527	Middleboro	-460.13
894527	Plymouth	-330.54
894533	Red	-11.41
894534	Red	-1732.13
894543	Red	-537.71
894544	Kingston	8.12
894544	Middleboro	4.41
894544	Plymouth	8.12
894562	Blue	-1952.64
894563	Blue	-379.4
894568	Blue	-15.66
894570	Blue	14.54
894573	Blue	-4176.2
894574	Blue	-197.28
894576	Blue	-1449.18
894595	Kingston	-125.24
894595	Plymouth	-125.24
894598	Newburyport	-219.38
894598	Rockport	-162.14
894608	Kingston	-217.32
894608	Plymouth	-217.32
894614	Newburyport	-56.67
894614	Rockport	-33.59
894618	Kingston	-57.11
894618	Plymouth	-57.11
894619	Hingham tRow	-16.43
894629	Newburyport	-216.44
894629	Rockport	-161.03
894638	Newburyport	-75.84
894639	Newburyport	-117.16
894639	Rockport	-88.78
894643	Newburyport	-21.64
894647	Newburyport	-38.34
894660	Rockport	-10.35
894664	Rockport	0.08
894667	Rockport	-8.39
894670	Rockport	-11.46
894672	Rockport	-67.13
894674	Rockport	-18.22
950049	80	-263
950049	87	-91.24
950049	88	-366.12
950281	SILVER	-682.37
950288	SILVER	-56.28
950290	SILVER	-26.83
950291	SILVER	-610.4
950293	SILVER	-1460.58
